"Cr_peptideName","All_GO"
"Ceric.11G092700.4.p","GO:0003676, GO:0046872, "
"Ceric.11G092800.1.p",""
"Ceric.11G092900.1.p",""
"Ceric.11G093000.1.p",""
"Ceric.11G093100.1.p",""
"Ceric.11G093200.1.p",""
"Ceric.11G093300.1.p","GO:0003824, GO:0004359, GO:0009236, GO:0042819, GO:0042823"
"Ceric.11G093300.2.p","GO:0004359, GO:0042819, GO:0042823, "
"Ceric.11G093400.1.p",""
"Ceric.11G093500.1.p",""
"Ceric.11G093500.2.p",""
"Ceric.11G093600.1.p","GO:0003824, GO:0050662, GO:0055114, GO:0016616, GO:0006694, GO:0003854, "
"Ceric.11G093600.2.p","GO:0003824, GO:0050662, "
"Ceric.11G093600.3.p","GO:0003824, GO:0050662, "
"Ceric.11G093600.4.p",""
"Ceric.11G093600.5.p",""
"Ceric.11G093700.1.p","GO:0003824, GO:0050662, GO:0055114, GO:0016616, GO:0006694, GO:0003854, "
"Ceric.11G093700.2.p","GO:0003824, GO:0050662, "
"Ceric.11G093700.3.p","GO:0003824, GO:0050662, "
"Ceric.11G093700.4.p","GO:0003824, GO:0050662, "
"Ceric.11G093800.1.p",""
"Ceric.11G093800.2.p",""
"Ceric.11G093800.3.p",""
"Ceric.11G093900.1.p",""
"Ceric.11G093900.2.p",""
"Ceric.11G094000.1.p",""
"Ceric.11G094100.1.p","GO:0006396"
"Ceric.11G094100.2.p",""
"Ceric.11G094100.3.p",""
"Ceric.11G094100.4.p",""
"Ceric.11G094100.5.p",""
"Ceric.11G094200.1.p",""
"Ceric.11G094200.2.p",""
"Ceric.11G094300.1.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.2.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.3.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.4.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.5.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.6.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.7.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094300.8.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.11G094400.1.p",""
"Ceric.11G094500.1.p",""
"Ceric.11G094500.2.p",""
"Ceric.11G094600.1.p","GO:0008270"
"Ceric.11G094600.2.p","GO:0008270, "
"Ceric.11G094600.3.p","GO:0008270, "
"Ceric.11G094700.1.p",""
"Ceric.11G094800.1.p",""
"Ceric.11G094900.1.p",""
"Ceric.11G095000.1.p",""
"Ceric.11G095100.1.p",""
"Ceric.11G095200.1.p",""
"Ceric.11G095300.1.p",""
"Ceric.11G095400.1.p",""
"Ceric.11G095400.2.p",""
"Ceric.11G095400.3.p",""
"Ceric.11G095500.1.p",""
"Ceric.11G095600.1.p",""
"Ceric.11G095700.1.p",""
"Ceric.11G095800.1.p",""
"Ceric.11G095900.1.p","GO:0009269, "
"Ceric.11G096000.1.p","GO:0009269, "
"Ceric.11G096100.1.p",""
"Ceric.11G096200.1.p",""
"Ceric.11G096300.1.p",""
"Ceric.11G096400.1.p","GO:0015031, GO:0016020, "
"Ceric.11G096400.2.p","GO:0015031, GO:0016020, "
"Ceric.11G096400.3.p","GO:0015031, GO:0016020, "
"Ceric.11G096500.1.p","GO:0003676"
"Ceric.11G096500.2.p","GO:0003676, "
"Ceric.11G096600.1.p","GO:0008270"
"Ceric.11G096600.2.p","GO:0008270, "
"Ceric.11G096700.1.p",""
"Ceric.11G096800.1.p",""
"Ceric.11G096900.1.p",""
"Ceric.11G097000.1.p",""
"Ceric.11G097000.2.p",""
"Ceric.11G097100.1.p",""
"Ceric.11G097200.1.p",""
"Ceric.11G097300.1.p",""
"Ceric.11G097400.1.p",""
"Ceric.11G097500.1.p",""
"Ceric.11G097600.1.p",""
"Ceric.11G097700.1.p","GO:0006790, GO:0008441, GO:0046854"
"Ceric.11G097700.2.p","GO:0006790, GO:0008441, GO:0046854, "
"Ceric.11G097800.1.p",""
"Ceric.11G097800.2.p",""
"Ceric.11G097900.1.p","GO:0003700, GO:0006355, "
"Ceric.11G097900.2.p","GO:0003700, GO:0006355, "
"Ceric.11G098000.1.p","GO:0003676, GO:0003723, "
"Ceric.11G098100.1.p",""
"Ceric.11G098200.1.p","GO:0004553, GO:0005975"
"Ceric.11G098200.2.p","GO:0004553, GO:0005975, "
"Ceric.11G098300.1.p",""
"Ceric.11G098400.1.p","GO:0004478, GO:0005524, GO:0006556, "
"Ceric.11G098500.1.p","GO:0004478, GO:0005524, GO:0006556, "
"Ceric.11G098500.2.p","GO:0004478, GO:0005524, GO:0006556, "
"Ceric.11G098500.3.p","GO:0004478, GO:0005524, GO:0006556, "
"Ceric.11G098600.1.p",""
"Ceric.11G098700.1.p",""
"Ceric.11G098800.1.p","GO:0005515"
"Ceric.11G098800.2.p","GO:0005515, "
"Ceric.11G098800.3.p","GO:0005515, "
"Ceric.11G098800.4.p","GO:0005515, "
"Ceric.11G098900.1.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.10.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.2.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.3.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.4.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.5.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.6.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.7.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.8.p","GO:0006511, GO:0031625, "
"Ceric.11G098900.9.p","GO:0006511, GO:0031625, "
"Ceric.11G099000.1.p",""
"Ceric.11G099100.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468"
"Ceric.11G099200.1.p",", GO:0008168, GO:0008152"
"Ceric.11G099300.1.p","GO:0008168, , GO:0008152"
"Ceric.11G099400.1.p","GO:0043531, "
"Ceric.11G099500.1.p",""
"Ceric.12G000100.1.p","GO:0016021"
"Ceric.12G000100.2.p","GO:0016021, "
"Ceric.12G000100.3.p","GO:0016021, "
"Ceric.12G000100.4.p","GO:0016021, "
"Ceric.12G000100.5.p","GO:0016021, "
"Ceric.12G000200.1.p",""
"Ceric.12G000300.1.p","GO:0016021"
"Ceric.12G000300.2.p","GO:0016021, "
"Ceric.12G000400.1.p","GO:0046983, "
"Ceric.12G000500.1.p",""
"Ceric.12G000600.1.p",""
"Ceric.12G000700.1.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G000800.1.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G000800.2.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G000800.3.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G000900.1.p",""
"Ceric.12G001000.1.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G001100.1.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G001100.2.p","GO:0005737, GO:0006535, GO:0009001, "
"Ceric.12G001200.1.p","GO:0005515, GO:0008270, "
"Ceric.12G001300.1.p",""
"Ceric.12G001400.1.p",""
"Ceric.12G001500.1.p",""
"Ceric.12G001600.1.p",""
"Ceric.12G001600.2.p",""
"Ceric.12G001600.3.p",""
"Ceric.12G001700.1.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.2.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.3.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.4.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.5.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.6.p","GO:0008152, GO:0016597, "
"Ceric.12G001700.7.p","GO:0008152, GO:0016597, "
"Ceric.12G001800.1.p","GO:0008883, GO:0033014, GO:0050661, GO:0055114, "
"Ceric.12G001800.2.p","GO:0008883, GO:0033014, GO:0050661, GO:0055114, "
"Ceric.12G001900.1.p","GO:0009765, GO:0016020"
"Ceric.12G001900.2.p","GO:0009765, GO:0016020, "
"Ceric.12G002000.1.p",""
"Ceric.12G002100.1.p",""
"Ceric.12G002200.1.p","GO:0003924, GO:0005525"
"Ceric.12G002200.2.p","GO:0003924, GO:0005525, "
"Ceric.12G002200.3.p","GO:0003924, GO:0005525, "
"Ceric.12G002200.4.p","GO:0003924, GO:0005525, "
"Ceric.12G002300.1.p",""
"Ceric.12G002300.2.p",""
"Ceric.12G002400.1.p",""
"Ceric.12G002500.1.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.12G002500.2.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.12G002500.3.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.12G002600.1.p","GO:0003700, GO:0006355, GO:0007275"
"Ceric.12G002600.2.p","GO:0003700, GO:0006355, GO:0007275, "
"Ceric.12G002700.1.p","GO:0003676, GO:0008270, "
"Ceric.12G002800.1.p",""
"Ceric.12G002900.1.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G002900.2.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.1.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.2.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.3.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.4.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.5.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003000.6.p","GO:0016020, GO:0016021, GO:0022891, GO:0055085, "
"Ceric.12G003100.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G003100.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G003100.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G003100.4.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G003100.5.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G003200.1.p",""
"Ceric.12G003300.1.p","GO:0016020"
"Ceric.12G003300.2.p","GO:0016020, "
"Ceric.12G003400.1.p",""
"Ceric.12G003500.1.p","GO:0003676, GO:0003723, GO:0003735, GO:0003746, GO:0005622, GO:0005840, GO:0006412, GO:0006414"
"Ceric.12G003500.2.p","GO:0003676, GO:0003723, GO:0003735, GO:0003746, GO:0005622, GO:0005840, GO:0006412, GO:0006414, "
"Ceric.12G003600.1.p","GO:0043565"
"Ceric.12G003700.1.p","GO:0005375, GO:0016021, GO:0035434"
"Ceric.12G003800.1.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726"
"Ceric.12G003800.2.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726, "
"Ceric.12G003800.3.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726, "
"Ceric.12G003800.4.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726, "
"Ceric.12G003800.5.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726, "
"Ceric.12G003800.6.p","GO:0005634, GO:0006351, GO:0006357, GO:0007049, GO:0051726, "
"Ceric.12G003900.1.p","GO:0005375, GO:0016021, GO:0035434"
"Ceric.12G003900.2.p","GO:0005375, GO:0016021, GO:0035434, "
"Ceric.12G004000.1.p",""
"Ceric.12G004000.2.p",""
"Ceric.12G004000.3.p",""
"Ceric.12G004100.1.p","GO:0004045"
"Ceric.12G004200.1.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004200.2.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004200.3.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004300.1.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004300.2.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004300.3.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004400.1.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004400.2.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004400.3.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004400.4.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004400.5.p","GO:0008107, GO:0016020, GO:0042546, "
"Ceric.12G004500.1.p","GO:0003676, GO:0008270, "
"Ceric.12G004600.1.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.12G004700.1.p",""
"Ceric.12G004800.1.p",""
"Ceric.12G004900.1.p",""
"Ceric.12G005000.1.p","GO:0004672, GO:0005524, GO:0006468, "
"Ceric.12G005100.1.p",""
"Ceric.12G005200.1.p","GO:0003676, GO:0003677, GO:0006281, GO:0008270, GO:0016788, GO:0016818, "
"Ceric.12G005200.2.p","GO:0016788, "
"Ceric.12G005200.3.p","GO:0003677, GO:0006281, GO:0016788, "
"Ceric.12G005200.4.p","GO:0016788, "
"Ceric.12G005200.5.p","GO:0003676, GO:0003677, GO:0006281, GO:0008270, GO:0016788, GO:0016818, "
"Ceric.12G005200.6.p","GO:0003676, GO:0008270, GO:0016788, GO:0016818, "
"Ceric.12G005200.7.p","GO:0016788, "
"Ceric.12G005300.1.p","GO:0032324"
"Ceric.12G005300.2.p","GO:0032324, "
"Ceric.12G005300.3.p","GO:0032324, "
"Ceric.12G005300.4.p",""
"Ceric.12G005400.1.p",""
"Ceric.12G005500.1.p",""
"Ceric.12G005600.1.p","GO:0005093, GO:0015031, "
"Ceric.12G005600.2.p","GO:0005093, GO:0015031, "
"Ceric.12G005600.3.p","GO:0005093, GO:0015031, "
"Ceric.12G005600.4.p","GO:0005093, GO:0015031, "
"Ceric.12G005700.1.p","GO:0005956, GO:0019887"
"Ceric.12G005800.1.p",""
"Ceric.12G005900.1.p",""
"Ceric.12G006000.1.p",""
"Ceric.12G006000.2.p",""
"Ceric.12G006100.1.p",", GO:0046872, GO:0030001"
"Ceric.12G006100.2.p",""
"Ceric.12G006200.1.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.10.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.11.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.12G006200.2.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.3.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.4.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.5.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.6.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.7.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.8.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006200.9.p","GO:0000155, GO:0000160, GO:0004871, GO:0007165, GO:0016021, GO:0016310, GO:0016772, "
"Ceric.12G006300.1.p","GO:0003677, "
"Ceric.12G006400.1.p","GO:0031072, GO:0051082, "
"Ceric.12G006500.1.p","GO:0005515, "
"Ceric.12G006600.1.p",", GO:0008152, GO:0003824"
"Ceric.12G006600.2.p",""
"Ceric.12G006700.1.p",""
"Ceric.12G006700.2.p",""
"Ceric.12G006800.1.p",""
"Ceric.12G006900.1.p","GO:0006605, GO:0006886, GO:0015031, GO:0015450, GO:0016020, "
"Ceric.12G007000.1.p","GO:0003682, GO:0008168, GO:0006468, GO:0005524, GO:0004672, "
"Ceric.12G007000.2.p","GO:0003682, GO:0008168, "
"Ceric.12G007100.1.p",""
"Ceric.12G007200.1.p","GO:0006810, GO:0016021"
"Ceric.12G007300.1.p",""
"Ceric.12G007300.2.p",""
"Ceric.12G007300.3.p",""
"Ceric.12G007300.4.p",""
"Ceric.12G007400.1.p",""
"Ceric.12G007500.1.p",""
"Ceric.12G007500.2.p",""
"Ceric.12G007500.3.p",""
"Ceric.12G007500.4.p",""
"Ceric.12G007600.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.10.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.11.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.12.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.4.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.5.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.6.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.7.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.8.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007600.9.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007700.1.p","GO:0004781"
"Ceric.12G007800.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.10.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.4.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.5.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.6.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.7.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.8.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007800.9.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G007900.1.p","GO:0006950, "
"Ceric.12G008000.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468"
"Ceric.12G008100.1.p",""
"Ceric.12G008200.1.p",""
"Ceric.12G008300.1.p","GO:0004672, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G008400.1.p",""
"Ceric.12G008500.1.p","GO:0030145, GO:0045735, "
"Ceric.12G008600.1.p",""
"Ceric.12G008700.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G008700.2.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G008700.3.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G008700.4.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G008800.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, , GO:0005515"
"Ceric.12G008800.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G008900.1.p","GO:0003676, GO:0008270, "
"Ceric.12G009000.1.p",""
"Ceric.12G009100.1.p",", GO:0006284"
"Ceric.12G009200.1.p",", GO:0006284"
"Ceric.12G009300.1.p",""
"Ceric.12G009300.2.p",""
"Ceric.12G009400.1.p",""
"Ceric.12G009500.1.p","GO:0003746, GO:0006414, GO:0005515"
"Ceric.12G009600.1.p",", GO:0005515"
"Ceric.12G009600.2.p",""
"Ceric.12G009700.1.p","GO:0005515, "
"Ceric.12G009700.2.p",""
"Ceric.12G009800.1.p",""
"Ceric.12G009900.1.p",", GO:0046872, GO:0005524, GO:0003676, GO:0004386"
"Ceric.12G010000.1.p","GO:0005515, GO:0005634, GO:0008270, GO:0016571, GO:0018024, GO:0034968, GO:0042393, GO:0003677"
"Ceric.12G010000.2.p","GO:0005515, GO:0005634, GO:0008270, GO:0018024, GO:0034968, GO:0042393, "
"Ceric.12G010000.3.p","GO:0005515, GO:0005634, GO:0008270, GO:0018024, GO:0034968, GO:0042393, "
"Ceric.12G010100.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G010100.2.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G010100.3.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.12G010200.1.p","GO:0006355, "
"Ceric.12G010300.1.p","GO:0003723, GO:0006396, GO:0008173, GO:0046983, GO:0003677"
"Ceric.12G010300.2.p","GO:0003723, GO:0006396, GO:0008173, "
"Ceric.12G010400.1.p",""
"Ceric.12G010500.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G010500.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G010500.3.p","GO:0004672, GO:0005524, GO:0006468, "
"Ceric.12G010500.4.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G010500.5.p",""
"Ceric.12G010500.6.p","GO:0004672, GO:0005524, GO:0006468, "
"Ceric.12G010500.7.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G010500.8.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G010500.9.p","GO:0004672, GO:0005524, GO:0006468, "
"Ceric.12G010600.1.p",""
"Ceric.12G010600.2.p",""
"Ceric.12G010600.3.p",""
"Ceric.12G010600.4.p",""
"Ceric.12G010700.1.p",""
"Ceric.12G010800.1.p","GO:0009055, "
"Ceric.12G010900.1.p","GO:0003723, GO:0005515, "
"Ceric.12G010900.2.p","GO:0003723, GO:0005515, "
"Ceric.12G010900.3.p","GO:0003723, GO:0005515, "
"Ceric.12G010900.4.p","GO:0003723, GO:0005515, "
"Ceric.12G010900.5.p","GO:0003723, GO:0005515, "
"Ceric.12G011000.1.p","GO:0005789, GO:0007165, GO:0005515"
"Ceric.12G011000.2.p","GO:0005789, "
"Ceric.12G011000.3.p","GO:0005789, "
"Ceric.12G011100.1.p",""
"Ceric.12G011100.10.p",""
"Ceric.12G011100.11.p",""
"Ceric.12G011100.12.p",""
"Ceric.12G011100.13.p",""
"Ceric.12G011100.14.p",""
"Ceric.12G011100.2.p",""
"Ceric.12G011100.3.p",""
"Ceric.12G011100.4.p",""
"Ceric.12G011100.5.p",""
"Ceric.12G011100.6.p",""
"Ceric.12G011100.7.p",""
"Ceric.12G011100.8.p",""
"Ceric.12G011100.9.p",""
"Ceric.12G011200.1.p",""
"Ceric.12G011200.2.p",""
"Ceric.12G011200.3.p",""
"Ceric.12G011200.4.p",""
"Ceric.12G011200.5.p",""
"Ceric.12G011200.6.p",""
"Ceric.12G011300.1.p",""
"Ceric.12G011400.1.p",""
"Ceric.12G011500.1.p",""
"Ceric.12G011600.1.p",""
"Ceric.12G011700.1.p",""
"Ceric.12G011800.1.p",""
"Ceric.12G011900.1.p",""
"Ceric.12G012000.1.p",""
"Ceric.12G012100.1.p",""
"Ceric.12G012200.1.p",""
"Ceric.12G012300.1.p",", GO:0043565, GO:0006355, GO:0003700"
"Ceric.12G012400.1.p","GO:0016020, GO:0016021, GO:0022857, GO:0022891, GO:0055085, "
"Ceric.12G012500.1.p","GO:0000413, GO:0003755, GO:0006457, "
"Ceric.12G012600.1.p","GO:0000413, GO:0003755, GO:0006457, "
"Ceric.12G012700.1.p",""
"Ceric.12G012800.1.p","GO:0000413, GO:0003755, GO:0006457, "
"Ceric.12G012900.1.p","GO:0000413, GO:0003755, GO:0006457, "
"Ceric.12G013000.1.p",""
"Ceric.12G013100.1.p",""
"Ceric.12G013200.1.p",""
"Ceric.12G013300.1.p",", GO:0003677"
"Ceric.12G013300.2.p",""
"Ceric.12G013300.3.p",""
"Ceric.12G013400.1.p",""
"Ceric.12G013500.1.p","GO:0010277, GO:0016491, GO:0051537, GO:0055114, "
"Ceric.12G013500.2.p","GO:0010277, GO:0016491, GO:0051537, GO:0055114, "
"Ceric.12G013500.3.p","GO:0010277, GO:0016491, GO:0051537, GO:0055114, "
"Ceric.12G013500.4.p","GO:0010277, GO:0016491, GO:0051537, GO:0055114, "
"Ceric.12G013600.1.p","GO:0000786, GO:0003677, GO:0005634, GO:0006334, "
"Ceric.12G013600.2.p","GO:0000786, GO:0003677, GO:0005634, GO:0006334, "
"Ceric.12G013700.1.p","GO:0004843, GO:0005515, "
"Ceric.12G013700.2.p","GO:0004843, GO:0005515, "
"Ceric.12G013700.3.p","GO:0004843, GO:0005515, GO:0016579, GO:0036459, "
"Ceric.12G013700.4.p","GO:0004843, GO:0005515, GO:0016579, GO:0036459, "
"Ceric.12G013800.1.p",""
"Ceric.12G013800.2.p",""
"Ceric.12G013800.3.p",""
"Ceric.12G013900.1.p",""
"Ceric.12G014000.1.p",""
"Ceric.12G014100.1.p",""
"Ceric.12G014200.1.p","GO:0006508, "
"Ceric.12G014300.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G014300.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.12G014400.1.p","GO:0003824, GO:0050662, "
"Ceric.12G014400.2.p","GO:0003824, GO:0050662, "
"Ceric.12G014400.3.p","GO:0003824, GO:0050662, "
"Ceric.12G014400.4.p","GO:0003824, GO:0050662, "
"Ceric.12G014500.1.p",""
"Ceric.12G014600.1.p",""
"Ceric.12G014600.2.p",""
"Ceric.12G014600.3.p",""
"Ceric.12G014700.1.p",""
"Ceric.12G014800.1.p",""
"Ceric.12G014800.2.p",""
"Ceric.12G014800.3.p",""
"Ceric.12G014900.1.p",""
"Ceric.12G015000.1.p","GO:0003993, "
"Ceric.12G015000.2.p","GO:0003993, "
"Ceric.12G015100.1.p",""
"Ceric.12G015100.2.p",""
"Ceric.12G015200.1.p",""
"Ceric.12G015200.2.p",""
"Ceric.12G015200.3.p",""
"Ceric.12G015300.1.p",""
"Ceric.12G015400.1.p",""
"Ceric.12G015400.2.p",""
"Ceric.12G015500.1.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015500.2.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015500.3.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015500.4.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015500.5.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015500.6.p","GO:0005840, GO:0006364, GO:0008152, GO:0043022, GO:0070569, "
"Ceric.12G015600.1.p",""
"Ceric.12G015700.1.p",""
"Ceric.12G015700.2.p",""
"Ceric.12G015800.1.p",""
"Ceric.12G015800.2.p",""
"Ceric.12G015800.3.p",""
"Ceric.12G015800.4.p",""
"Ceric.12G015800.5.p",""
"Ceric.12G015900.1.p","GO:0005515, GO:0008270"
"Ceric.12G016000.1.p","GO:0005524, GO:0016887, "
"Ceric.12G016000.2.p","GO:0005524, GO:0016887, "
"Ceric.12G016100.1.p",""
"Ceric.12G016200.1.p",""
"Ceric.12G016300.1.p","GO:0005524, GO:0016887, "
"Ceric.12G016300.2.p","GO:0005524, GO:0016887, "
"Ceric.12G016400.1.p",""
