geneID,logFC,logCPM,F,PValue,FDR,GO,GOterms,Best-hit-arabi-name,Best-hit-arabi-defline,Best-hit-clamy-name,Best-hit-clamy-defline,Best-hit-rice-name,Best-hit-rice-defline,Pfam,Panther,ec,KOG,KO
Ceric.25G051800.1,-2.091137805591829,2.796971924726818,44.78950719764003,9.83217534903861e-5,3.276766785313308e-4,GO:0015743,malate transport,AT3G18440,aluminum-activated malate transporter 9,NA,NA,LOC_Os01g12210,"aluminum-activated malate transporter, putative, expressed",PF13515,PTHR31086,NA,KOG4711,NA
Ceric.15G002300.1,1.5469685832819202,2.266621152920827,44.75994615960529,9.843809257880519e-5,3.2801628414459884e-4,GO:0005515 GO:0007165 GO:0043531,protein binding; signal transduction; ADP binding,AT5G44510,target of AVRB operation1,NA,NA,LOC_Os09g10054,"disease resistance protein RPS2, putative, expressed",PF00931 PF01582,PTHR11017 PTHR11017:SF169,NA,NA,NA
Ceric.22G032100.1,3.3509366605799356,0.6133228771024908,45.1687916342468,9.850835374679943e-5,3.2820227141421563e-4,NA,,AT1G01550,Protein of unknown function (DUF793),NA,NA,LOC_Os10g36950,"DUF677 domain containing protein, putative, expressed",PF03087,PTHR31509 PTHR31509:SF3,NA,NA,NA
Ceric.25G042800.1,0.8246947977658315,5.632488817069494,44.71966432567739,9.86691353151648e-5,3.286897485667491e-4,NA,,AT4G14342,Splicing factor 3B subunit 5/RDS3 complex subunit 10,Cre14.g627900,Pre-mRNA splicing factor,LOC_Os08g34480,"splicing factor 3B subunit 5, putative, expressed",PF07189,PTHR20978,NA,KOG3485,K12832
Ceric.07G004600.1,-1.1932358919365047,3.876667413620712,44.70916289243341,9.878266425055954e-5,3.2899918531462775e-4,GO:0004842 GO:0016567,ubiquitin-protein transferase activity; protein ubiquitination,NA,NA,Cre15.g635750,"(1 of 84) 6.3.2.19 - Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45",NA,NA,PF04564,PTHR22849,EC:6.3.2.19,NA,NA
Ceric.33G043400.1,2.174564802626327,1.8088935543744098,44.736087776600705,9.879098737692638e-5,3.2899918531462775e-4,GO:0005506 GO:0016705 GO:0020037 GO:0055114,"iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; ",NA,NA,NA,NA,NA,NA,PF00067,PTHR24298,EC:1.14.13.102,NA,NA
Ceric.29G065300.1,-0.9210909541526203,5.069442881383261,44.7013584808275,9.882727000984737e-5,3.290717788881317e-4,GO:0004553 GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",AT5G63840,Glycosyl hydrolases family 31  protein,Cre03.g190500,Glucosidase IIa,LOC_Os03g11720,"glycosyl hydrolase, family 31, putative, expressed",PF01055 PF13802,PTHR22762 PTHR22762:SF54,EC:3.2.1.84,NA,K05546
Ceric.24G008200.1,5.889692041370437,-0.7222687609362973,40.83148123165039,9.886022691607677e-5,3.2913327891359145e-4,GO:0006470 GO:0008138 GO:0016311 GO:0016791,protein dephosphorylation; protein tyrosine/serine/threonine phosphatase activity; dephosphorylation; phosphatase activity,NA,NA,Cre09.g416950,Dual-specificity protein phosphatase,NA,NA,PF00782,PTHR10159 PTHR10159:SF359,EC:3.1.3.48,NA,NA
Ceric.26G033500.1,1.057077792515178,4.6345959845797315,44.68286846380378,9.898414694122863e-5,3.2949755814765905e-4,NA,,NA,NA,NA,NA,NA,NA,PF13632,PTHR10587 PTHR10587:SF15,EC:2.4.1.12,NA,NA
Ceric.19G003800.1,-1.3840650676109785,2.293764452762933,44.69434087655533,9.910655455307118e-5,3.2985669687829244e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.22G030100.1,1.6449956669687644,2.5158138026006385,44.66787834646826,9.918017043040451e-5,3.3005336048166987e-4,NA,,AT1G01550,Protein of unknown function (DUF793),NA,NA,LOC_Os10g36950,"DUF677 domain containing protein, putative, expressed",PF03087,PTHR31509 PTHR31509:SF3,NA,NA,NA
Ceric.25G045400.1,2.907797679551201,0.8891017028393253,44.995005075956946,9.921586791095528e-5,3.301237995121548e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.22G002600.1,1.0120537418345625,6.329407596131038,44.64040121430123,9.932729153327374e-5,3.304461467776316e-4,GO:0016787,hydrolase activity,AT1G35420,alpha/beta-Hydrolases superfamily protein,Cre16.g679750,(1 of 2) PTHR17630//PTHR17630:SF43 - DIENELACTONE HYDROLASE // SUBFAMILY NOT NAMED,LOC_Os05g35470,"dienelactone hydrolase family protein, expressed",PF01738,PTHR17630 PTHR17630:SF45,EC:3.1.1.1,KOG3043,NA
Ceric.35G013000.1,0.7687740290457725,5.74107122469862,44.63221686195716,9.939574496432957e-5,3.3062546557022015e-4,GO:0003676,nucleic acid binding,NA,NA,NA,NA,LOC_Os01g68790,"RNA recognition motif containing protein, putative, expressed",PF00076,PTHR24012,NA,NA,NA
Ceric.07G024200.1,-0.772485489492812,5.875468457171487,44.62299628283193,9.947290077339561e-5,3.3083367481639216e-4,NA,,AT1G15200,protein-protein interaction regulator family protein,NA,NA,LOC_Os03g49520,"pinin/SDK/memA protein, putative, expressed",PF04696,PTHR12707,NA,KOG3756,K13114
Ceric.18G054400.1,4.297107328210165,2.8601583278647404,44.72085808309938,9.95529184640461e-5,3.310481957441582e-4,GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0015935,structural constituent of ribosome; intracellular anatomical structure; ribosome; translation; small ribosomal subunit,NA,NA,Cre02.g144400,Mitochondrial ribosomal protein S12,LOC_Os12g34062,"mitochondrial ribosomal protein S12, putative, expressed",PF00164,PTHR11652,NA,NA,K02950
Ceric.20G088800.1,0.9297252772964308,3.960436915955551,44.61346608864813,9.956654436902298e-5,3.310481957441582e-4,GO:0006508 GO:0008234,proteolysis; cysteine-type peptidase activity,AT1G47128,Granulin repeat cysteine protease family protein,Cre09.g407700,Cysteine endopeptidase,LOC_Os04g57440,"oryzain beta chain precursor, putative, expressed",PF00112 PF00396 PF08246,PTHR12411 PTHR12411:SF344,EC:3.4.22.14,KOG1542 KOG1543,K16292
Ceric.10G037300.1,0.8659625132016278,3.818657834276179,44.60265753092905,9.965930922270295e-5,3.3130814255642206e-4,GO:0043087,regulation of GTPase activity,AT3G14910,(1 of 1) PTHR12472 - RAB3-GAP REGULATORY DOMAIN,NA,NA,LOC_Os09g14680,expressed protein,PF14655,PTHR12472 PTHR12472:SF0,NA,NA,NA
Ceric.17G054200.1,-0.7297012491233563,5.666424813194968,44.59394195918383,9.971795408646002e-5,3.314478088155957e-4,GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085,xenobiotic transmembrane transport; ; antiporter activity; membrane; transmembrane transport,AT2G21340,MATE efflux family protein,Cre03.g177750,"related to EDS5, enhanced disease susceptibility gene",LOC_Os02g02980,"MATE domain containing protein, expressed",PF01554,PTHR11206 PTHR11206:SF116,NA,KOG1347,NA
Ceric.17G001300.1,0.8770337866212954,5.266588201510545,44.59078315014911,9.974263513372709e-5,3.314478088155957e-4,NA,,AT1G56000,FAD/NAD(P)-binding oxidoreductase family protein,NA,NA,LOC_Os03g57070,"amine oxidase-related, putative, expressed",PF13450,PTHR16128 PTHR16128:SF5,EC:1.3.3.4,NA,K06955
Ceric.1Z230000.1,-0.8306473163600796,4.096422981848872,44.59256504320195,9.974508864264394e-5,3.314478088155957e-4,NA,,AT2G28380,dsRNA-binding protein 2,NA,NA,NA,NA,PF00035,PTHR10910 PTHR10910:SF109,NA,NA,NA
Ceric.34G058600.1,2.302337075268164,0.9716895279420521,44.72456451672856,9.979149446972918e-5,3.31553518990608e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.15G065400.1,1.9216957981258493,2.6094044957661144,44.590345167983415,9.983246105246647e-5,3.3164112920763063e-4,GO:0046872,metal ion binding,AT3G50700,indeterminate(ID)-domain 2,NA,NA,NA,NA,NA,PTHR10593 PTHR10593:SF42,NA,NA,NA
Ceric.20G029200.1,1.0303845107361393,7.195364614013016,44.55632747546135,1.0003142536469143e-4,3.3225350188017904e-4,GO:0003735 GO:0005840 GO:0006412,structural constituent of ribosome; ribosome; translation,AT5G59850,Ribosomal protein S8 family protein,Cre05.g234637,"(1 of 1) K02957 - small subunit ribosomal protein S15Ae (RP-S15Ae, RPS15A)",LOC_Os07g10720,"40S ribosomal protein S15a, putative, expressed",PF00410,PTHR11758 PTHR11758:SF16,NA,KOG1754,K02957
Ceric.08G047100.1,2.8465662367610705,2.8276167229204288,44.56984337372486,1.0005579252282394e-4,3.322858573784589e-4,GO:0004601 GO:0006979 GO:0020037 GO:0055114,peroxidase activity; response to oxidative stress; heme binding; ,AT4G21960,Peroxidase superfamily protein,NA,NA,LOC_Os07g49360,"peroxidase precursor, putative, expressed",PF00141,PTHR31235 PTHR31235:SF11,EC:1.11.1.7,NA,K00430
Ceric.35G022000.1,1.1802729709659565,7.7360251239103555,44.54080490509601,1.0016209572547124e-4,3.3257230823823545e-4,GO:0009055,electron transfer activity,AT3G60280,uclacyanin 3,Cre14.g629050,(1 of 1) PF02298 - Plastocyanin-like domain (Cu_bind_like),LOC_Os02g43660,"plastocyanin-like domain containing protein, putative, expressed",PF02298,PTHR33021,NA,NA,NA
Ceric.33G057200.1,-0.9622743017508418,4.150280434584866,44.54187234719381,1.0017132379392779e-4,3.3257230823823545e-4,NA,,NA,NA,Cre12.g510100,Autophagy-related protein,NA,NA,PF03416,PTHR22624 PTHR22624:SF34,NA,KOG2674,K08342
Ceric.1Z119600.1,-0.8379425345427515,5.6677920601500285,44.47906593908683,1.0068643460939698e-4,3.342336510652966e-4,GO:0003723 GO:0005515,RNA binding; protein binding,AT1G80930,MIF4G domain-containing protein / MA3 domain-containing protein,Cre06.g259800,Cwc22 pre-mRNA splicing factor,LOC_Os12g15420,"nucampholin, putative, expressed",PF02847 PF02854,PTHR18034 PTHR18034:SF3,NA,NA,K13100
Ceric.12G094700.1,3.8922939185126597,0.7847077589556768,44.56004477873055,1.00755137130255e-4,3.3441285032319404e-4,GO:0005524,ATP binding,NA,NA,Cre04.g229300,rubisco activase,LOC_Os11g47970,"AAA-type ATPase family protein, putative, expressed",PF00004,PTHR32429 PTHR32429:SF8,NA,KOG0651,NA
Ceric.13G014900.1,-1.0617046295362422,7.8019707900935185,44.46443595295576,1.0080816291147865e-4,3.345399727119315e-4,GO:0006099 GO:0008964 GO:0015977,tricarboxylic acid cycle; phosphoenolpyruvate carboxylase activity; carbon fixation,AT3G14940,phosphoenolpyruvate carboxylase 3,Cre16.g673852,(1 of 2) K01595 - phosphoenolpyruvate carboxylase (ppc),LOC_Os08g27840,"phosphoenolpyruvate carboxylase, putative, expressed",PF00311,PTHR30523 PTHR30523:SF8,EC:4.1.1.31,NA,K01595
Ceric.05G066900.1,4.032156851435189,1.1532904841349387,44.81632210070113,1.0095076500368512e-4,3.349642807242182e-4,GO:0005515,protein binding,NA,NA,NA,NA,LOC_Os01g71780,"WD domain, G-beta repeat domain containing protein, expressed",PF00400,PTHR22844 PTHR22844:SF159,EC:2.7.11.7,KOG0266,NA
Ceric.1Z244500.1,-1.0706459797112364,5.265792983944547,44.4432127397872,1.009953904398599e-4,3.3506341638480974e-4,GO:0008430,selenium binding,AT4G14040,selenium-binding protein 2,NA,NA,LOC_Os01g68770,"selenium-binding protein, putative, expressed",PF05694,PTHR23300,NA,NA,K17285
Ceric.32G013600.1,1.1905776464312343,5.982214382385134,44.42759166927414,1.0112188523398115e-4,3.3543409412042897e-4,GO:0004672 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,NA,Cre07.g319350,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,LOC_Os07g48310,"inactive receptor kinase At2g26730 precursor, putative, expressed",PF00069 PF08263,PTHR27008,EC:2.7.11.1,KOG1187,NA
Ceric.39G033200.1,0.8195906987778504,5.801280118993259,44.42280121343168,1.011627779729431e-4,3.355207522288021e-4,GO:0003735 GO:0005840 GO:0006412,structural constituent of ribosome; ribosome; translation,AT3G58700,Ribosomal L5P family protein,Cre01.g027000,Cytosolic 80S ribosomal protein L11,LOC_Os02g14059,"ribosomal protein L5, putative, expressed",PF00281 PF00673,PTHR11994 PTHR11994:SF14,NA,KOG0397,K02868
Ceric.12G090600.1,1.8856556694738333,1.6435706976076265,44.434149662484636,1.0133086740995271e-4,3.3602918941566426e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.07G036200.1,-0.7220641360471621,5.555054204892894,44.37982905903385,1.0153237692470411e-4,3.366482882884344e-4,NA,,AT5G37370,PRP38 family protein,Cre03.g178300,"Pre-mRNA splicing factor, SR-related protein",LOC_Os05g08600,"splicing factor, putative, expressed",PF03371 PF12871,PTHR23142 PTHR23142:SF3,NA,KOG2889,K12850
Ceric.1Z186500.1,1.0667224263365744,4.237297555287008,44.37407669825618,1.0159270177258171e-4,3.367991524254026e-4,GO:0016020 GO:0016021 GO:0022891 GO:0055085,membrane; ; ; transmembrane transport,NA,NA,NA,NA,NA,NA,PF07690,PTHR23500 PTHR23500:SF123,NA,KOG0569,NA
Ceric.21G011800.1,-1.589495097102968,2.75595232452014,44.38698536913137,1.0161870831196824e-4,3.36836217411673e-4,GO:0004435 GO:0005515 GO:0006629 GO:0007165 GO:0035556,phosphatidylinositol phospholipase C activity; protein binding; lipid metabolic process; signal transduction; intracellular signal transduction,NA,NA,Cre06.g270200,"(1 of 1) K05857 - phosphatidylinositol phospholipase C, delta (PLCD)",NA,NA,PF00168 PF00387 PF00388 PF09279,PTHR10336 PTHR10336:SF92,EC:3.1.4.11,NA,NA
Ceric.26G030700.1,-0.9739308508109114,3.8600829420925185,44.36592343025369,1.016747564843699e-4,3.3697283626088985e-4,GO:0003677 GO:0005634,DNA binding; nucleus,NA,NA,NA,NA,NA,NA,PF01429,NA,NA,NA,NA
Ceric.24G027900.1,1.8035777139291649,3.6438443717257707,44.35594336000506,1.0176140913740808e-4,3.372108305415365e-4,GO:0005525 GO:0005622 GO:0006886 GO:0007264 GO:0015031,GTP binding; intracellular anatomical structure; intracellular protein transport; small GTPase-mediated signal transduction; protein transport,NA,NA,NA,NA,NA,NA,PF00071,PTHR11711 PTHR11711:SF181,NA,KOG0070,NA
Ceric.34G019200.1,1.6213012964285691,4.546217283795016,44.34866952296361,1.0180679098597367e-4,3.37312014643479e-4,GO:0003723,RNA binding,NA,NA,NA,NA,NA,NA,PF01985,PTHR31846 PTHR31846:SF14,EC:4.1.2.13,NA,NA
Ceric.09G033100.1,-0.8236808303729525,4.334469809765405,44.3362389236165,1.0191699176901518e-4,3.376278996792441e-4,GO:0004553 GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",AT2G20680,Glycosyl hydrolase superfamily protein,Cre01.g048350,conserved protein with glycosyl hydrolase family 5 domain,LOC_Os01g54300,"OsMan02 - Endo-Beta-Mannanase, expressed",PF00150,PTHR31451 PTHR31451:SF16,EC:3.2.1.78,NA,K19355
Ceric.06G082900.1,-1.4303377337908278,3.449662468351021,44.3390284251053,1.019385169654881e-4,3.3764997331082146e-4,GO:0004618 GO:0006096,phosphoglycerate kinase activity; glycolytic process,NA,NA,NA,NA,NA,NA,PF00162,PTHR11406 PTHR11406:SF11,EC:2.7.2.3,KOG1367,K00927
Ceric.16G033400.1,3.514270406223681,0.6084669093131062,44.640297165862016,1.0197040077773241e-4,3.377063462491695e-4,NA,,AT1G12330,(1 of 1) PTHR31029:SF4 - F5O11.6,NA,NA,LOC_Os09g31370,expressed protein,NA,PTHR31029 PTHR31029:SF3,NA,NA,NA
Ceric.01G026000.1,-0.8822335010304799,5.8069683200654545,44.316320598613146,1.020763229760741e-4,3.380078679045951e-4,GO:0007076,mitotic chromosome condensation,AT4G15890,binding,Cre05.g241150,(1 of 1) K11491 - condensin-2 complex subunit D3 (NCAPD3),LOC_Os12g36170,"HEAT repeat family protein, putative, expressed",PF12717,PTHR14222 PTHR14222:SF1,NA,NA,K11491
Ceric.14G070200.1,-0.7768377794145918,5.3479918311813375,44.31009213185594,1.0213414452677937e-4,3.38150048018639e-4,GO:0005515,protein binding,AT5G19680,Leucine-rich repeat (LRR) family protein,Cre05.g234655,"(1 of 1) K17550 - protein phosphatase 1 regulatory subunit 7 (PPP1R7, SDS22)",LOC_Os02g13640,"protein phosphatase 1 regulatory subunit SDS22, putative, expressed",NA,PTHR24365,NA,KOG0531,K17550
Ceric.09G095900.1,4.319610543757675,5.114122965897505,44.30498288429005,1.0221576826005325e-4,3.383709804896037e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.06G002400.1,2.8973209343023107,1.8188193835474382,44.36521690175935,1.0224819479591678e-4,3.3842901188351306e-4,NA,,NA,NA,NA,NA,NA,NA,PF03321,PTHR31901,NA,NA,NA
Ceric.37G070400.1,2.873821029495686,0.7713525437802244,44.66976179603685,1.0227290675562051e-4,3.384614957874643e-4,NA,,NA,NA,NA,NA,LOC_Os05g45450,"DUF584 domain containing protein, putative, expressed",PF04520,PTHR33083,NA,NA,NA
Ceric.15G063100.1,2.021599714975524,2.677396713770585,44.29342027251141,1.0236194008408793e-4,3.387068040737538e-4,GO:0008152 GO:0008168,metabolic process; methyltransferase activity,AT3G61210,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,Cre03.g156400,S-adenosyl-L-methionine-dependent methyltransferase,NA,NA,PF08241,PTHR10108 PTHR10108:SF725,EC:2.1.1.145,KOG3010,NA
Ceric.22G033700.1,-0.9497664684394365,3.8654338327868283,44.28441040657245,1.0237698811450329e-4,3.387072656143003e-4,GO:0004672 GO:0005524 GO:0006468 GO:0007094,protein kinase activity; ATP binding; protein phosphorylation; mitotic spindle assembly checkpoint signaling,AT2G20635,ATP binding;protein kinases;protein serine/threonine kinases,NA,NA,LOC_Os07g32480,"mitotic checkpoint serine/threonine-protein kinase BUB1, putative, expressed",PF00069 PF08311,PTHR14030 PTHR14030:SF6,EC:2.7.11.1,KOG1166,K02178
Ceric.11G034900.1,-0.8703138268463618,4.640367772444199,44.26809239122979,1.0250267567774759e-4,3.390737170533994e-4,NA,,AT2G26470,(1 of 1) PTHR13604 - DC12-RELATED,NA,NA,NA,NA,PF02586,PTHR13604 PTHR13604:SF0,NA,KOG2618,NA
Ceric.28G022700.1,1.556710376768398,4.326028562427251,44.26606212118569,1.0252245775835079e-4,3.3908978276488155e-4,GO:0003824 GO:0004722 GO:0006470,catalytic activity; protein serine/threonine phosphatase activity; protein dephosphorylation,NA,NA,Cre10.g454450,(1 of 1) PTHR13832:SF330 - PROTEIN PHOSPHATASE 2C 15-RELATED,NA,NA,PF00481,PTHR13832 PTHR13832:SF25,EC:3.1.3.16,KOG0698,NA
Ceric.25G071400.1,-0.9403574507421227,7.438438007256428,44.25050444479302,1.0264537561004497e-4,3.394469124431749e-4,GO:0003676,nucleic acid binding,AT4G36960,RNA-binding (RRM/RBD/RNP motifs) family protein,NA,NA,LOC_Os01g71770,"RNA recognition motif containing protein, putative, expressed",PF00076,PTHR24012 PTHR24012:SF476,NA,KOG0131,K14411
Ceric.10G059900.1,-1.3456579297820102,3.740575274076654,44.22759311783012,1.0288113166723927e-4,3.40158270254529e-4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.20G064300.1,1.4593794149402026,2.5097626380056517,44.2311762944044,1.0289042797610474e-4,3.40158270254529e-4,GO:0006810 GO:0016021,transport; ,AT1G64890,Major facilitator superfamily protein,NA,NA,LOC_Os05g32320,"integral membrane transporter family protein, putative, expressed",PF03092 PF13347,PTHR31585 PTHR31585:SF2,NA,NA,NA
Ceric.08G058500.1,-0.8729200003828695,4.669068166428882,44.22117637211934,1.0291024012671702e-4,3.40174268214591e-4,GO:0000226 GO:0000910 GO:0008017,microtubule cytoskeleton organization; cytokinesis; microtubule binding,NA,NA,Cre14.g614050,(1 of 1) K16732 - protein regulator of cytokinesis 1 (PRC1),NA,NA,PF03999,PTHR19321 PTHR19321:SF4,NA,KOG4302,NA
Ceric.36G010100.1,1.5596521404183825,6.525090676015368,44.216388195322715,1.0294222548542335e-4,3.402304947342643e-4,GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0030247,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; polysaccharide binding,NA,NA,Cre16.g649100,Mitogen-Activated Protein Kinase Kinase Kinase,NA,NA,PF07714 PF13947,PTHR27005 PTHR27005:SF44,EC:2.7.11.1,KOG1187,NA
Ceric.21G088100.1,0.8517534880024263,4.289498725363694,44.212901144843116,1.0298588987239572e-4,3.4032529920159394e-4,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.19G042300.1,3.190008505951195,0.39671122064728426,44.58591234554875,1.0303917427197255e-4,3.4043332184620985e-4,GO:0016021,,AT5G35735,Auxin-responsive family protein,Cre03.g206033,"(1 of 1) PTHR23130:SF94 - PROTEIN F23B12.4, ISOFORM A",LOC_Os08g41280,"membrane protein, putative, expressed",PF03188 PF04526,PTHR23130 PTHR23130:SF95,NA,KOG4293,NA
Ceric.25G030400.1,-0.8239285053507429,6.399004579751297,44.202641190210194,1.0306220108053842e-4,3.4043332184620985e-4,GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,AT3G17850,Protein kinase superfamily protein,Cre06.g306950,Serine/threonine protein kinase,LOC_Os03g50390,"AGC_AGC_other_GWLd.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed",PF07714,PTHR24356 PTHR24356:SF155,EC:2.7.11.1,NA,NA
Ceric.16G067100.1,-0.8427451753952746,7.416198047118567,44.20246804252557,1.0306353218267667e-4,3.4043332184620985e-4,GO:0005524 GO:0005737 GO:0006457 GO:0042026 GO:0051082,ATP binding; cytoplasm; protein folding; protein refolding; unfolded protein binding,AT3G02530,TCP-1/cpn60 chaperonin family protein,Cre09.g397200,"T-complex protein 1, zeta subunit",LOC_Os05g05470,"T-complex protein, putative, expressed",PF00118,PTHR11353 PTHR11353:SF21,NA,NA,K09498
Ceric.09G030300.1,7.848653675205083,-0.42985798065097447,64.50435107178457,1.031047499414282e-4,3.4051996131985863e-4,NA,,AT2G42840,protodermal factor 1,NA,NA,NA,NA,NA,PTHR33210,NA,NA,NA
